professor,projeto,resumo
ODIR ANTONIO DELLAGOSTIN,Avaliação da resposta imune celular induzida por diferentes formulações vacinais contra leptospirose em hamsters,Avaliação da resposta imune celular induzida por diferentes formulações vacinais contra leptospirose em hamsters
ODIR ANTONIO DELLAGOSTIN,Avaliação da resposta imune celular induzida por diferentes formulações vacinais contra leptospirose em hamsters,Pesquisa
ODIR ANTONIO DELLAGOSTIN,Avaliação da resposta imune celular induzida por diferentes formulações vacinais contra leptospirose em hamsters,01/07/2020 - 30/06/2025
ODIR ANTONIO DELLAGOSTIN,Avaliação da resposta imune celular induzida por diferentes formulações vacinais contra leptospirose em hamsters,Centro de Desenvolvimento Tecnológico
ODIR ANTONIO DELLAGOSTIN,Avaliação da resposta imune celular induzida por diferentes formulações vacinais contra leptospirose em hamsters,THAIS LARRÉ OLIVEIRA BOHN
ODIR ANTONIO DELLAGOSTIN,Avaliação da resposta imune celular induzida por diferentes formulações vacinais contra leptospirose em hamsters,Multidisciplinar
ODIR ANTONIO DELLAGOSTIN,Avaliação da resposta imune celular induzida por diferentes formulações vacinais contra leptospirose em hamsters,"A leptospirose é uma zoonose disseminada mundialmente causada por espiroquetas patogênicas do gênero Leptospira. Diferentes abordagens têm sido exploradas para o desenvolvimento de uma vacina recombinante de amplo espectro contra essa doença. Nosso grupo construiu e avaliou um antígeno quimérico, composto pelas proteínas LipL32, LemA e LigANI de Leptospira interrogans, como vacina de subunidade e BCG recombinante (rBCG) contra leptospirose em hamsters, observando taxas de 100% de proteção em ambas as estratégias e com indução de imunidade esterilizantes nos animais vacinados com a formulação baseada em rBCG. Apesar da resposta humoral ter sido avaliada, a resposta celular induzida por essas formulações vacinais precisa ser caracterizada a fim de elucidar mecanismos imunológicos envolvidos na proteção. Dessa forma, esse projeto tem por objetivo comparar o perfil de expressão de citocinas em hamsters imunizados com o antígeno quimérico apresentado sob a forma de vacina de subunidade e BCG recombinante através de PCR quantitativo em tempo real (qPCR)."
ODIR ANTONIO DELLAGOSTIN,Clonagem de antígenos de Leptospira interrogans pelo método BioBricks e avaliação como vacina vetorizada por Mycobacterium bovis BCG contra leptospirose animal,Clonagem de antígenos de Leptospira interrogans pelo método BioBricks e avaliação como vacina vetorizada por Mycobacterium bovis BCG contra leptospirose animal
ODIR ANTONIO DELLAGOSTIN,Clonagem de antígenos de Leptospira interrogans pelo método BioBricks e avaliação como vacina vetorizada por Mycobacterium bovis BCG contra leptospirose animal,Pesquisa
ODIR ANTONIO DELLAGOSTIN,Clonagem de antígenos de Leptospira interrogans pelo método BioBricks e avaliação como vacina vetorizada por Mycobacterium bovis BCG contra leptospirose animal,01/08/2020 - 31/12/2021
ODIR ANTONIO DELLAGOSTIN,Clonagem de antígenos de Leptospira interrogans pelo método BioBricks e avaliação como vacina vetorizada por Mycobacterium bovis BCG contra leptospirose animal,Centro de Desenvolvimento Tecnológico
ODIR ANTONIO DELLAGOSTIN,Clonagem de antígenos de Leptospira interrogans pelo método BioBricks e avaliação como vacina vetorizada por Mycobacterium bovis BCG contra leptospirose animal,THAIS LARRÉ OLIVEIRA BOHN
ODIR ANTONIO DELLAGOSTIN,Clonagem de antígenos de Leptospira interrogans pelo método BioBricks e avaliação como vacina vetorizada por Mycobacterium bovis BCG contra leptospirose animal,Multidisciplinar
ODIR ANTONIO DELLAGOSTIN,Clonagem de antígenos de Leptospira interrogans pelo método BioBricks e avaliação como vacina vetorizada por Mycobacterium bovis BCG contra leptospirose animal,"A leptospirose é uma zoonose de distribuição global, causada por espiroquetas patogênicas do gênero Leptospira e responsável por aproximadamente 1 milhão de casos anuais e 58 mil mortes em humanos. O desenvolvimento de uma vacina efetiva contra leptospirose, que proteja contra os diferentes sorovares da bactéria – substituindo as bacterinas existentes - ainda permanece um desafio. Estudos realizados têm demonstrado o potencial de proteínas de membrana externa como alvo para o desenvolvimento de uma vacina leptospiral. A combinação de antígenos pode melhorar a proteção conferida pela vacinação contra leptospirose, de modo a possibilitar uma imunidade esterilizante. Mycobacterium bovis BCG é uma vacina viva atenuada mundialmente empregada contra tuberculose, que oferece grande potencial para uso como vetor vacinal contra outros patógenos, por apresentar as características adjuvantes vantajosas. A tecnologia de clonagem “BioBricks” consiste em um protocolo simples, onde sequências prefixo (que apresentam sítios para as enzimas de restrição EcoRI e XbaI) e sequências sufixo (sítios Spel e PstI) são projetadas para flanquear as regiões terminais 5' e 3' de uma porção genética, respectivamente, visando a padronização de moléculas de DNA. Diante do exposto, neste projeto pretendemos construir antígenos quiméricos derivados de Leptospira interrogans utilizando a metodologia BioBricks e avaliá-los como vacinas vetorizadas por BCG contra leptospirose em modelo animal de hamster."
ODIR ANTONIO DELLAGOSTIN,Evolução da prevalência de infecção por COVID-19 no Brasil: estudo de base populacional,Evolução da prevalência de infecção por COVID-19 no Brasil: estudo de base populacional
ODIR ANTONIO DELLAGOSTIN,Evolução da prevalência de infecção por COVID-19 no Brasil: estudo de base populacional,Pesquisa
ODIR ANTONIO DELLAGOSTIN,Evolução da prevalência de infecção por COVID-19 no Brasil: estudo de base populacional,06/04/2020 - 06/04/2021
ODIR ANTONIO DELLAGOSTIN,Evolução da prevalência de infecção por COVID-19 no Brasil: estudo de base populacional,Escola Superior de Educação Física e Fisioterapia
ODIR ANTONIO DELLAGOSTIN,Evolução da prevalência de infecção por COVID-19 no Brasil: estudo de base populacional,PEDRO RODRIGUES CURI HALLAL
ODIR ANTONIO DELLAGOSTIN,Evolução da prevalência de infecção por COVID-19 no Brasil: estudo de base populacional,Ciências da Saúde
ODIR ANTONIO DELLAGOSTIN,Evolução da prevalência de infecção por COVID-19 no Brasil: estudo de base populacional,"A COVID-19 é uma doença produzida pelo vírus SARS-CoV-2 que faz parte de uma ampla família de vírus que pode causar enfermidade em humanos e animais. Esse vírus tem se espalhado rapidamente pelo mundo, o que levou a Organização Mundial da Saúde a classificar essa doença como uma emergência de saúde internacional e, posteriormente, declarar uma pandemia de COVID-19. O número de casos, no dia 05 de abril de 2020, já passa de 1.200.000, porém esses dados não refletem a real prevalência de COVID-19 na população, visto que estão suscetíveis a uma série de limitações, tendo em vista que pessoas com sintomas mais graves apresentam uma maior probabilidade de realizar o teste. Para identificar a magnitude do problema, é necessário que se tenha dados que permitam ter uma boa estimativa da prevalência da infecção na população, e não prevalência de infecção baseada apenas em pessoas sintomáticas que são mais prováveis de testar positivo para o vírus. Os objetivos principais desse estudo são estimar a prevalência de indivíduos infectados com SARS-CoV-2 no Brasil, avaliar sintomas e analisar a velocidade de expansão da infecção em uma amostra que cubra parte significativa da população brasileira. Serão realizados três inquéritos transversais repetidos, com amostragem estratificada por sub-regiões de cada unidade da Federação. Os testes serão realizados em 33.250 indivíduos em cada inquérito, totalizando 99.750 entrevistas. As entrevistas e testes ocorrerão no âmbito domiciliar."
ODIR ANTONIO DELLAGOSTIN,Valorização da Medicina Veterinária,Valorização da Medicina Veterinária
ODIR ANTONIO DELLAGOSTIN,Valorização da Medicina Veterinária,Ensino
ODIR ANTONIO DELLAGOSTIN,Valorização da Medicina Veterinária,01/03/2020 - 24/04/2028
ODIR ANTONIO DELLAGOSTIN,Valorização da Medicina Veterinária,Faculdade de Veterinária
ODIR ANTONIO DELLAGOSTIN,Valorização da Medicina Veterinária,CARINE DAHL CORCINI
ODIR ANTONIO DELLAGOSTIN,Valorização da Medicina Veterinária,Ciências Agrárias
ODIR ANTONIO DELLAGOSTIN,Valorização da Medicina Veterinária,"Ao longo dos anos a Medicina Veterinária vêm se transformando, e muitas vezes atuando em áreas novas. Porém ainda ficamos pressos no currículos e pouco podemos explorar essas áreas novas.  Como Universidade que trabalhamos com seres humanos, devemos trabalhar na valorização dos mesmos. Essa valorização significa reconhecimento das qualidades e dos méritos do indivíduo no desempenho de suas funções, considerando o ser humano no seu todo e principalmente como ser atuante na sua formação.Desta forma este projeto irá trabalhar de forma a valorizar as áreas de atuação da medicina veterinária, explorando nas diversas formas mostrar a inserção e a importância para os acadêmicos do curso ao qual estão inseridos."
ODIR ANTONIO DELLAGOSTIN,Unidade de Diagnóstico Molecular RT-qPCR COVID-19 Biotec/HE/UFPel,Unidade de Diagnóstico Molecular RT-qPCR COVID-19 Biotec/HE/UFPel
ODIR ANTONIO DELLAGOSTIN,Unidade de Diagnóstico Molecular RT-qPCR COVID-19 Biotec/HE/UFPel,Extensão
ODIR ANTONIO DELLAGOSTIN,Unidade de Diagnóstico Molecular RT-qPCR COVID-19 Biotec/HE/UFPel,07/07/2020 - 04/04/2022
ODIR ANTONIO DELLAGOSTIN,Unidade de Diagnóstico Molecular RT-qPCR COVID-19 Biotec/HE/UFPel,Centro de Desenvolvimento Tecnológico
ODIR ANTONIO DELLAGOSTIN,Unidade de Diagnóstico Molecular RT-qPCR COVID-19 Biotec/HE/UFPel,TIAGO VEIRAS COLLARES
ODIR ANTONIO DELLAGOSTIN,Unidade de Diagnóstico Molecular RT-qPCR COVID-19 Biotec/HE/UFPel,Ciências da Saúde
ODIR ANTONIO DELLAGOSTIN,Unidade de Diagnóstico Molecular RT-qPCR COVID-19 Biotec/HE/UFPel,Saúde / Saúde
ODIR ANTONIO DELLAGOSTIN,Unidade de Diagnóstico Molecular RT-qPCR COVID-19 Biotec/HE/UFPel,Saúde humana
ODIR ANTONIO DELLAGOSTIN,Unidade de Diagnóstico Molecular RT-qPCR COVID-19 Biotec/HE/UFPel,"Os coronavírus (CoVs) receberam recentemente uma grande atenção global devido à descoberta de um novo coronavírus altamente patogênico para humanos. A partir de dezembro de 2019, um conjunto de casos inexplicáveis de pneumonia foi relatado na cidade de Wuhan, a capital da província de Hubei, na China. Em janeiro de 2020, o patógeno causador dessa pneumonia intersticial bilateral foi identificado por meio do sequenciamento de alto rendimento do genoma do RNA viral. A Organização Mundial da Saúde (OMS) nomeou esse novo vírus como Coronavírus Síndrome Respiratória Aguda Grave 2 (SARS-CoV-2). O diagnóstico laboratorial, considerado padrão ouro para a identificação do novo coronavírus, denominado SARS-CoV-2, continua sendo o PCR quantitativo em tempo real (RT-qPCR). No Rio Grande do Sul, o diagnóstico oficial para a COVID-19 é feito pelo LACEN/RS – Laboratório Central de Saúde Pública do Rio Grande do Sul. Considerando a evolução temporal tardia da COVID-19 no estado do Rio Grande do Sul, quando comparada com outras regiões do Brasil, somada à possibilidade de uma segunda onda de contágio, como está sendo observado em outros países, surge a necessidade do estabelecimento de uma Unidade de Diagnóstico RT-qPCR para enfrentamento e vigilância da pandemia. Assim, esse projeto surge com a intenção de possibilitar a realização de exames moleculares para o Sars-CoV-2 para a população necessitada bem como no desenvolvimento científico e pedagógico da equipe técnica envolvida. Com isso, espera-se que os resultados sejam informados mais rapidamente para a vigilância epidemiológica e para os gestores públicos em saude."
ODIR ANTONIO DELLAGOSTIN,UFPel Talks,UFPel Talks
ODIR ANTONIO DELLAGOSTIN,UFPel Talks,Extensão
ODIR ANTONIO DELLAGOSTIN,UFPel Talks,17/06/2020 - 17/06/2021
ODIR ANTONIO DELLAGOSTIN,UFPel Talks,Pró-Reitoria de Pesquisa e Pós-Graduação
ODIR ANTONIO DELLAGOSTIN,UFPel Talks,FLAVIO FERNANDO DEMARCO
ODIR ANTONIO DELLAGOSTIN,UFPel Talks,Multidisciplinar
ODIR ANTONIO DELLAGOSTIN,UFPel Talks,Comunicação / Educação
ODIR ANTONIO DELLAGOSTIN,UFPel Talks,Divulgação científica e tecnológica
ODIR ANTONIO DELLAGOSTIN,UFPel Talks,"No ano de 2020 o mundo foi assolado com uma doença até então desconhecida, uma nova modalidade de vírus com grande potencial de transmissão. No dia 30 de janeiro de 2020, a Organização Mundial da Saúde (OMS) declarou que o surto da doença causada pelo novo coronavírus (COVID-19) constitui uma emergência de Saúde Pública de Importância Internacional, o mais alto nível de alerta da Organização, e no dia 11 de março de 2020, a COVID-19 foi caracterizada pela OMS como uma pandemia.
Desde que foi descoberto, diversas medidas preventivas começaram a ser adotadas para evitar a propagação do novo vírus, mas a medida mais efetiva para a evitar sua transmissão foi a adoção do distanciamento social. 
A crise gerada pelo novo corona vírus também deixou claro que apenas a ciência será capaz de encontrar uma solução para o enfrentamento do momento que estamos passando, a pandemia fez com que a confiança na ciência aumentasse por parte da população. Segundo Lucile Maria Floeter Winter, diretora da Sociedade Brasileira para o Progresso da Ciência (SBPC), a palavra ciência nunca foi mencionada tantas vezes como está sendo agora, por mais que se tenha tentado,  a consciência sobre a importância da ciência não havia sido atingida com tanta intensidade como neste momento.
Frente ao atual momento que estamos vivenciando, considerando a adoção do distanciamento social e das atividades remotas por parte da Universidade Federal de Pelotas (UFPel) e da importância da divulgação de conhecimento, da ciência e do fortalecimento do vínculo da universidade com a sociedade, este projeto foi criado com o objetivo de mapear e divulgar para a comunidade em geral, projetos e outras atividades que são desenvolvidas dentro da UFPel através de lives com duração de aproximadamente uma hora, realizadas através página da instituição no facebook, todas as quintas-feiras, as 18h. As lives terão a presença de dois ou três convidados(as) que irão dialogar sobre o tema proposto e contarão com um(a) mediador(a), além de um(a) intérprete de libras que fará a transmissão de forma acessível à população com deficiência auditiva. Os temas propostos para as lives serão inicialmente voltados à pandemia e posteriormente temas de interesse geral.
Pretende-se com este projeto aumentar a visibilidade da importância da ciência que é trabalhada dentro da Universidade considerando suas diversas áreas, além de contribuir para a construção de uma cultura de ciência no país."
ODIR ANTONIO DELLAGOSTIN,Ciclo de palestras com ênfase em empreendedorismo,Ciclo de palestras com ênfase em empreendedorismo
ODIR ANTONIO DELLAGOSTIN,Ciclo de palestras com ênfase em empreendedorismo,Extensão
ODIR ANTONIO DELLAGOSTIN,Ciclo de palestras com ênfase em empreendedorismo,11/10/2018 - 01/09/2020
ODIR ANTONIO DELLAGOSTIN,Ciclo de palestras com ênfase em empreendedorismo,Centro de Desenvolvimento Tecnológico
ODIR ANTONIO DELLAGOSTIN,Ciclo de palestras com ênfase em empreendedorismo,MARIANA HÄRTER REMIÃO
ODIR ANTONIO DELLAGOSTIN,Ciclo de palestras com ênfase em empreendedorismo,Multidisciplinar
ODIR ANTONIO DELLAGOSTIN,Ciclo de palestras com ênfase em empreendedorismo,Comunicação / Trabalho
ODIR ANTONIO DELLAGOSTIN,Ciclo de palestras com ênfase em empreendedorismo,Empreendedorismo
ODIR ANTONIO DELLAGOSTIN,Ciclo de palestras com ênfase em empreendedorismo,"O Ciclo de Palestras com ênfase em empreendedorismo já está em sua segunda edição e tem como objetivo estimular o empreendedorismo no ambiente acadêmico. Trazendo palestrantes com trajetórias de sucesso ou que possuam conhecimento para gestão de empresas e conhecimento da legislação, o evento visa sanar dúvidas e mostrar que esta é uma alternativa de carreira profissional possível e que existem instituições e investidores interessados nos profissionais formados nas universidades."
PALOMA PIREZ VALERIO,Plantão Psicológico em Análise do Comportamento,Plantão Psicológico em Análise do Comportamento
PALOMA PIREZ VALERIO,Plantão Psicológico em Análise do Comportamento,Extensão
PALOMA PIREZ VALERIO,Plantão Psicológico em Análise do Comportamento,26/06/2023 - 26/06/2025
PALOMA PIREZ VALERIO,Plantão Psicológico em Análise do Comportamento,Faculdade de Medicina
PALOMA PIREZ VALERIO,Plantão Psicológico em Análise do Comportamento,JANDILSON AVELINO DA SILVA
PALOMA PIREZ VALERIO,Plantão Psicológico em Análise do Comportamento,Ciências da Saúde
PALOMA PIREZ VALERIO,Plantão Psicológico em Análise do Comportamento,Saúde / Direitos Humanos e Justiça
PALOMA PIREZ VALERIO,Plantão Psicológico em Análise do Comportamento,Saúde humana
PALOMA PIREZ VALERIO,Plantão Psicológico em Análise do Comportamento,"A Análise do Comportamento compreende e atua sobre os processos comportamentais, entendendo estes como resultado de uma aprendizagem bio-histórico-cultural que se reflete nas interações entre o organismo e o meio. A Psicoterapia Analítica Funcional e a Terapia de Aceitação e Compromisso, como abordagens clínicas da Análise do Comportamento, podem atuar com intervenções contextuais focadas na compreensão empática e no acolhimento dos indivíduos. Neste sentido, elas podem ser úteis em serviços de plantão psicológico. O plantão psicológico trata-se de um serviço de atendimento psicoterapêutico breve que pretende em uma ou poucas outras sessões lidar com as questões clínicas e não clínicas psicológicas humanas oferecendo de modo pontual suporte e acolhimento por meio de uma escuta qualificada. Esse formato mais dinâmico de interação com pacientes/clientes possibilita  uma maior abrangência no número de pessoas atendidas, o que pode facilitar na amplitude da oferta de serviços psicológicos para a população, atenuando as taxas de demandas psicoterapêuticas. Considerando a grande demanda das pessoas nos últimos tempos por atendimentos psicológicos, pelas variadas razões socioculturais contemporâneas,  este projeto pode ser bastante importante na busca por auxiliar de alguma forma na melhora da qualidade de vida da comunidade pelotense. Deste modo, este projeto tem por objetivo geral oferecer serviço gratuito de atendimento psicoterapêutico a comunidade pelotense no formato de plantão psicológico sob a perspectiva da Análise do Comportamento, nas abordagens clínicas da Psicoterapia Analítica Funcional e da Terapia de Aceitação e Compromisso. Pretende-se que o plantão psicológico analítico comportamental ocorra no Serviço Escola de Psicologia (SEP) da UFPel. Tratam-se de atendimentos individuais pontuais que serão desenvolvidos por estudantes do curso de Psicologia, treinados e supervisionados por um professor orientador com experiência clínica em Análise do Comportamento. O cliente poderá encontrar-se com o plantonista no máximo por duas vezes, ao final das quais poderá ser indicado ou não que procurem por um processo de psicoterapia no próprio SEP ou em outros serviços possíveis da cidade. A ideia é que as questões trazidas para o atendimento do plantão sejam conversadas em uma única sessão, podendo ser estendida para mais uma. Os plantões de atendimentos serão disponibilizados em dias e horários específicos para demandas espontâneas ou previamente agendadas na secretaria do SEP; eles serão divulgados em pontos estratégicos da cidade como serviços educacionais e de saúde. Nestes horários terão estudantes a postos, disponíveis para encontros com os interessados. Semanalmente estes estudantes participarão de reuniões de supervisão com o professor orientador nas quais serão discutidos os casos com o intuito de formação e melhoramento da atuação clínica desses estudantes. O principal indicador deste projeto será o número de pessoas atendidas ao longo dos plantões. A meta inicial é que sejam atendidas pelo menos aproximadamente cinco pessoas por semana. Desse modo, esperam-se como resultados relato das pessoas atendidas em termos da experiência psicológica de participação no plantão, a ser feita de forma oral ou em formulários específicos, bem como o desenvolvimento clínico dos estudantes do curso de psicologia."
PALOMA PIREZ VALERIO,ComportamentAção: Desenvolvendo engajamento social por meio de habilidades socioemocionais em pacientes psicológicos,ComportamentAção: Desenvolvendo engajamento social por meio de habilidades socioemocionais em pacientes psicológicos
PALOMA PIREZ VALERIO,ComportamentAção: Desenvolvendo engajamento social por meio de habilidades socioemocionais em pacientes psicológicos,Extensão
PALOMA PIREZ VALERIO,ComportamentAção: Desenvolvendo engajamento social por meio de habilidades socioemocionais em pacientes psicológicos,22/06/2020 - 22/06/2021
PALOMA PIREZ VALERIO,ComportamentAção: Desenvolvendo engajamento social por meio de habilidades socioemocionais em pacientes psicológicos,Faculdade de Medicina
PALOMA PIREZ VALERIO,ComportamentAção: Desenvolvendo engajamento social por meio de habilidades socioemocionais em pacientes psicológicos,JANDILSON AVELINO DA SILVA
PALOMA PIREZ VALERIO,ComportamentAção: Desenvolvendo engajamento social por meio de habilidades socioemocionais em pacientes psicológicos,Ciências da Saúde
PALOMA PIREZ VALERIO,ComportamentAção: Desenvolvendo engajamento social por meio de habilidades socioemocionais em pacientes psicológicos,Saúde / Direitos Humanos e Justiça
PALOMA PIREZ VALERIO,ComportamentAção: Desenvolvendo engajamento social por meio de habilidades socioemocionais em pacientes psicológicos,Saúde humana
PALOMA PIREZ VALERIO,ComportamentAção: Desenvolvendo engajamento social por meio de habilidades socioemocionais em pacientes psicológicos,"O desenvolvimento dos indivíduos é atravessado pelas relações humanas, o que torna necessário o desenvolvimento de importantes formas de habilidades de lidar consigo mesmo e com o outro. As habilidades socioemocionais são fatores comportamentais que os indivíduos precisam para atuar diante de demandas diversas, referentes as situações sociais inseridas dentro de contextos específicos de interação interpessoal. Sabendo-se que qualquer ação humana só ocorre de modo contextualizado, se faz necessário que a sua compreensão seja realizada dentro de ideologias específicas. As políticas verdes trazem uma proposta de ideologia includente dos diversos indivíduos defendendo uma sociedade justa, não violenta e ecologicamente sustentável baseada na democracia. Uma perspectiva prática de atuação psicológica nessa direção tem sido a Terapia Analítico Funcional Verde (Green FAP/FAP Verde), fundamentada nos princípios das Políticas Verdes e da Análise do Comportamento. Nesse sentido esse projeto pretende contribuir para promoção da saúde psicológica de prováveis pacientes psicológicos que se encontram na lista de espera do Serviço-Escola de Psicologia da Universidade Federal de Pelotas (SEP/UFPel) por meio de estratégias relacionadas às habilidades sociais, emocionais e de efetividade social, baseando-se na perspectiva da Análise Comportamental Clínica, em seu modo FAP Verde. Por meio desse projeto, pretende-se amplificar as relações entre a universidade e a sociedade, oferecendo um serviço em grupo que possibilite o desenvolvimento de habilidades específicas de grupo que auxiliem no engajamento social dos indivíduos, bem como estimulando o fortalecimento das suas autoeficácias e consequentemente das suas qualidades de vida. Além disso, o projeto proporcionará a capacitação de estudantes no manejo e coordenação de grupos terapêuticos sob a perspectiva da Análise do Comportamento. Essa proposta segue alinhada às atividades que estarão sendo desenvolvidas nos estágios clínicos orientados do curso de Psicologia, bem como a outras atividades de ensino e pesquisa promovidas pelo Laboratório de Ciências do Comportamento (LACICO/UFPel). Considerando o estado de isolamento social pela Pandemia, as atividades que envolverão encontros presenciais serão realizados apenas quando ocorrer liberação oficial da gestão institucional. Inicialmente o projeto contará apenas com reuniões de discussão de literatura pertinente e de capacitação prática dos estudantes de modo remoto, em plataformas virtuais da própria universidade."
PALOMA PIREZ VALERIO,Grupo de Estudos InterAção,Grupo de Estudos InterAção
PALOMA PIREZ VALERIO,Grupo de Estudos InterAção,Ensino
PALOMA PIREZ VALERIO,Grupo de Estudos InterAção,05/10/2022 - 05/02/2025
PALOMA PIREZ VALERIO,Grupo de Estudos InterAção,Faculdade de Medicina
PALOMA PIREZ VALERIO,Grupo de Estudos InterAção,JANDILSON AVELINO DA SILVA
PALOMA PIREZ VALERIO,Grupo de Estudos InterAção,Ciências da Saúde
PALOMA PIREZ VALERIO,Grupo de Estudos InterAção,"A Análise do Comportamento como um ramo científico de estudo do comportamento que tem se desenvolvido de forma consistente ao longo dos anos pelo autor Burrus Frederic Skinner, desde meados do século XX, tem encontrado em paralelo, uma série de preconceitos errôneos em relação as suas caraterísticas teóricas e práticas. Contudo, ela tem sido uma das perspectivas de trabalho psicológico em diversos contextos clínicos e não clínicos que mais tem oferecido possibilidades de melhora na qualidade de vida dos indivíduos, bem como da sociedade na qual estão inseridos. Com esse grupo de estudo, pretende-se desenvolver o raciocínio pessoal e profissional dos estudantes por meio do entendimento dos múltiplos fatores envolvidos na determinação e controle dos comportamentos; facilitar a identificação e compreensão das estruturas básicas do comportamento de forma contextualizada como forma de aplicar o conhecimento teórico à prática profissional; treinar a elaboração e interpretação de textos científicos, além da identificação de trabalhos experimentais, apontando e justificando suas características; aperfeiçoar nos estudantes as capacidades oral e escrita quanto aos aspectos conceituais teóricos e práticos da Análise do Comportamento; desenvolver as capacidades de observação, registro e relato dos eventos comportamentais por meio do instrumental metodológico científico, e de realização de pesquisas, respeitando os preceitos éticos no tocante à complexidade dos aspectos comportamentais humanos e não humanos."
PALOMA PIREZ VALERIO,Grupo de Estudos InterAção,Grupo de Estudos InterAção
PALOMA PIREZ VALERIO,Grupo de Estudos InterAção,Ensino
PALOMA PIREZ VALERIO,Grupo de Estudos InterAção,22/06/2020 - 22/06/2021
PALOMA PIREZ VALERIO,Grupo de Estudos InterAção,Faculdade de Medicina
PALOMA PIREZ VALERIO,Grupo de Estudos InterAção,JANDILSON AVELINO DA SILVA
PALOMA PIREZ VALERIO,Grupo de Estudos InterAção,Ciências da Saúde
PALOMA PIREZ VALERIO,Grupo de Estudos InterAção,"A Análise do Comportamento como um ramo científico de estudo do comportamento que tem se desenvolvido de forma consistente ao longo dos anos pelo Psicólogo Burrus Frederic Skinner, desde meados do século XX, tem encontrado em paralelo, uma série de preconceitos errôneos em relação as suas caraterísticas teóricas e práticas. Contudo, ela tem sido uma das perspectivas de trabalho psicológico em diversos contextos clínicos e não clínicos que mais tem oferecido possibilidades de melhora na qualidade de vida dos indivíduos, bem como da sociedade na qual estão inseridos. Com esse grupo de estudo, pretende-se desenvolver o raciocínio pessoal e profissional dos estudantes por meio do entendimento dos múltiplos fatores envolvidos na determinação e controle dos comportamentos; facilitar a identificação e compreensão das estruturas básicas do comportamento de forma contextualizada como forma de aplicar o conhecimento teórico à prática profissional; treinar a elaboração e interpretação de textos científicos, além da identificação de trabalhos experimentais, apontando e justificando suas características; aperfeiçoar nos estudantes as capacidades oral e escrita quanto aos aspectos conceituais teóricos e práticos da Análise do Comportamento; desenvolver as capacidades de observação, registro e relato dos eventos comportamentais por meio do instrumental metodológico científico, e de realização de pesquisas, respeitando os preceitos éticos no tocante à complexidade dos aspectos comportamentais humanos e não humanos."
PALOMA PIREZ VALERIO,Deleuze: modos de usar. Uma introdução à obra de Gilles Deleuze,Deleuze: modos de usar. Uma introdução à obra de Gilles Deleuze
PALOMA PIREZ VALERIO,Deleuze: modos de usar. Uma introdução à obra de Gilles Deleuze,Ensino
PALOMA PIREZ VALERIO,Deleuze: modos de usar. Uma introdução à obra de Gilles Deleuze,17/03/2020 - 31/12/2020
PALOMA PIREZ VALERIO,Deleuze: modos de usar. Uma introdução à obra de Gilles Deleuze,Faculdade de Medicina
PALOMA PIREZ VALERIO,Deleuze: modos de usar. Uma introdução à obra de Gilles Deleuze,EDIO RANIERE DA SILVA
PALOMA PIREZ VALERIO,Deleuze: modos de usar. Uma introdução à obra de Gilles Deleuze,Ciências Humanas
PALOMA PIREZ VALERIO,Deleuze: modos de usar. Uma introdução à obra de Gilles Deleuze,"Partindo de uma articulação entre diversas linguagens artisticas (Artes Visuais; Música; Teatro; Cinema) e a Psicologia Social o projeto busca abrir condições de possibilidade para oferecer a comunicade acamedica da UFPel uma introdução ao pensamento de Gilles Deleuze. Trata-se de oferecer oficinas, ateliers, palestras e espaços de criação onde possamos nos colocar (encharcados por uma prática) diante uma obra que trouxe contribuições fundamentais à psicologia, as artes, a educação, a ciência política, etc."
PATRICIA AUGUSTIN JAQUES MAILLARD,Aprendizagem de programação por pares IA-Humano: Explorando o Potencial do ChatGPT para a aprendizagem de Programação,Aprendizagem de programação por pares IA-Humano: Explorando o Potencial do ChatGPT para a aprendizagem de Programação
PATRICIA AUGUSTIN JAQUES MAILLARD,Aprendizagem de programação por pares IA-Humano: Explorando o Potencial do ChatGPT para a aprendizagem de Programação,Pesquisa
PATRICIA AUGUSTIN JAQUES MAILLARD,Aprendizagem de programação por pares IA-Humano: Explorando o Potencial do ChatGPT para a aprendizagem de Programação,25/09/2023 - 31/12/2025
PATRICIA AUGUSTIN JAQUES MAILLARD,Aprendizagem de programação por pares IA-Humano: Explorando o Potencial do ChatGPT para a aprendizagem de Programação,Centro de Desenvolvimento Tecnológico
PATRICIA AUGUSTIN JAQUES MAILLARD,Aprendizagem de programação por pares IA-Humano: Explorando o Potencial do ChatGPT para a aprendizagem de Programação,PATRICIA AUGUSTIN JAQUES MAILLARD
PATRICIA AUGUSTIN JAQUES MAILLARD,Aprendizagem de programação por pares IA-Humano: Explorando o Potencial do ChatGPT para a aprendizagem de Programação,Ciências Exatas e da Terra
